"Province_State";"Country_Region";"Confirmed";"Deaths"
"Arizona";"US";18548;408
"Arizona";"US";25783;390
"Arizona";"US";11338;280
"Arizona";"US";8645;136
"Arizona";"US";1385;22
"Arizona";"US";3445;102
"Arizona";"US";810904;12895
"Arizona";"US";36550;1056
"Arizona";"US";24999;686
"Arizona";"US";0;0
"Arizona";"US";161873;2928
"Arizona";"US";82884;1188
"Arizona";"US";9985;196
"Arizona";"US";0;0
"Arizona";"US";33416;826
"Arizona";"US";42987;935
"Arkansas";"US";3547;60
"Arkansas";"US";3240;51
"Arkansas";"US";6293;189
"Arkansas";"US";44293;634
"Arkansas";"US";6553;132
"Arkansas";"US";2029;41
"Arkansas";"US";608;8
"Arkansas";"US";4439;78
"Arkansas";"US";2035;47
"Arkansas";"US";3393;62
"Arkansas";"US";2831;75
"Arkansas";"US";4031;95
"Arkansas";"US";1450;33
"Arkansas";"US";3424;75
"Arkansas";"US";3295;46
"Arkansas";"US";22418;249
"Arkansas";"US";11115;180
"Arkansas";"US";9035;184
"Arkansas";"US";3058;68
"Arkansas";"US";1151;19
"Arkansas";"US";1965;33
"Arkansas";"US";2967;55
"Arkansas";"US";20504;228
"Arkansas";"US";2823;55
"Arkansas";"US";1923;68
"Arkansas";"US";16218;401
"Arkansas";"US";2929;50
"Arkansas";"US";10505;127
"Arkansas";"US";3043;41
"Arkansas";"US";7798;111
"Arkansas";"US";2556;39
"Arkansas";"US";7003;161
"Arkansas";"US";2746;55
"Arkansas";"US";4594;46
"Arkansas";"US";12496;229
"Arkansas";"US";4725;59
"Arkansas";"US";867;28
"Arkansas";"US";3502;62
"Arkansas";"US";2209;52
"Arkansas";"US";3718;58
"Arkansas";"US";2131;81
"Arkansas";"US";3745;52
"Arkansas";"US";12505;176
"Arkansas";"US";2698;40
"Arkansas";"US";2385;63
"Arkansas";"US";6700;150
"Arkansas";"US";8748;150
"Arkansas";"US";1207;25
"Arkansas";"US";1161;46
"Arkansas";"US";1417;40
"Arkansas";"US";1237;40
"Arkansas";"US";3486;86
"Arkansas";"US";1610;22
"Arkansas";"US";3254;78
"Arkansas";"US";1765;37
"Arkansas";"US";5163;102
"Arkansas";"US";3016;112
"Arkansas";"US";12364;158
"Arkansas";"US";1291;29
"Arkansas";"US";60574;939
"Arkansas";"US";3498;64
"Arkansas";"US";19065;246
"Arkansas";"US";1766;32
"Arkansas";"US";1331;26
"Arkansas";"US";23343;396
"Arkansas";"US";4122;61
"Arkansas";"US";3179;70
"Arkansas";"US";4899;70
"Arkansas";"US";1956;46
"Arkansas";"US";5679;0
"Arkansas";"US";6040;144
"Arkansas";"US";2325;44
"Arkansas";"US";46010;500
"Arkansas";"US";14031;206
"Arkansas";"US";1142;24
"Arkansas";"US";4801;82
"California";"US";125628;1512
"California";"US";108;0
"California";"US";5800;67
"California";"US";25608;318
"California";"US";4457;88
"California";"US";3283;21
"California";"US";104218;1056
"California";"US";3779;42
"California";"US";18448;168
"California";"US";157469;2270
"California";"US";4585;36
"California";"US";10294;119
"California";"US";38932;776
"California";"US";2573;46
"California";"US";158270;1828
"California";"US";35370;367
"California";"US";7057;113
"California";"US";7976;56
"California";"US";1534720;27244
"California";"US";26388;311
"California";"US";18587;249
"California";"US";1622;18
"California";"US";8649;99
"California";"US";45309;671
"California";"US";793;6
"California";"US";1903;4
"California";"US";52842;626
"California";"US";13446;106
"California";"US";10112;105
"California";"US";335296;5756
"California";"US";0;0
"California";"US";42458;473
"California";"US";1957;7
"California";"US";389236;5381
"California";"US";169095;2452
"California";"US";7879;79
"California";"US";376280;5983
"California";"US";409182;4350
"California";"US";57141;674
"California";"US";108079;1835
"California";"US";31667;360
"California";"US";56585;631
"California";"US";47523;555
"California";"US";152857;1928
"California";"US";22402;224
"California";"US";26221;461
"California";"US";219;0
"California";"US";4796;57
"California";"US";47828;360
"California";"US";43349;414
"California";"US";91964;1429
"California";"US";14646;186
"California";"US";10316;131
"California";"US";1007;17
"California";"US";86739;1100
"California";"US";7784;91
"California";"US";156;0
"California";"US";104309;1192
"California";"US";21722;261
"California";"US";10798;91
"Colorado";"US";85276;944
"Colorado";"US";2956;49
"Colorado";"US";90063;919
"Colorado";"US";1933;8
"Colorado";"US";566;6
"Colorado";"US";1899;32
"Colorado";"US";34954;286
"Colorado";"US";7675;87
"Colorado";"US";2724;36
"Colorado";"US";237;7
"Colorado";"US";899;6
"Colorado";"US";1141;42
"Colorado";"US";435;13
"Colorado";"US";2480;27
"Colorado";"US";467;12
"Colorado";"US";4609;99
"Colorado";"US";102879;1022
"Colorado";"US";263;5
"Colorado";"US";46173;325
"Colorado";"US";9322;32
"Colorado";"US";115802;1267
"Colorado";"US";3049;26
"Colorado";"US";10104;140
"Colorado";"US";8858;73
"Colorado";"US";538;3
"Colorado";"US";2316;16
"Colorado";"US";2003;12
"Colorado";"US";65;0
"Colorado";"US";845;22
"Colorado";"US";125;0
"Colorado";"US";73686;1001
"Colorado";"US";268;4
"Colorado";"US";1167;23
"Colorado";"US";7021;63
"Colorado";"US";1161;1
"Colorado";"US";45611;378
"Colorado";"US";2244;27
"Colorado";"US";1388;8
"Colorado";"US";5099;92
"Colorado";"US";28240;410
"Colorado";"US";148;1
"Colorado";"US";2179;47
"Colorado";"US";3947;48
"Colorado";"US";6726;113
"Colorado";"US";4026;115
"Colorado";"US";3232;103
"Colorado";"US";515;6
"Colorado";"US";0;0
"Colorado";"US";1725;13
"Colorado";"US";584;15
"Colorado";"US";3321;6
"Colorado";"US";1948;39
"Colorado";"US";29805;594
"Colorado";"US";1217;10
"Colorado";"US";1862;32
"Colorado";"US";3864;24
"Colorado";"US";807;9
"Colorado";"US";105;0
"Colorado";"US";1279;5
"Colorado";"US";356;6
"Colorado";"US";5444;12
"Colorado";"US";3350;43
"Colorado";"US";107;0
"Colorado";"US";752;24
"Colorado";"US";53361;538
"Colorado";"US";1386;18
"Connecticut";"US";116976;2326
"Connecticut";"US";104086;2627
"Connecticut";"US";18747;344
"Connecticut";"US";15932;402
"Connecticut";"US";110848;2280
"Connecticut";"US";30126;510
"Connecticut";"US";12174;204
"Connecticut";"US";1455;3
"Connecticut";"US";14931;229
"Delaware";"US";28789;473
"Delaware";"US";88612;1066
"Delaware";"US";38097;655
"Delaware";"US";424;0
"Diamond Princess";"US";49;0
"District of Columbia";"US";67430;1197
"Florida";"US";40476;285
"Florida";"US";6029;62
"Florida";"US";32833;394
"Florida";"US";5366;58
"Florida";"US";82584;914
"Florida";"US";364555;3079
"Florida";"US";3017;45
"Florida";"US";23859;437
"Florida";"US";20841;463
"Florida";"US";34166;352
"Florida";"US";59022;551
"Florida";"US";15044;170
"Florida";"US";6986;97
"Florida";"US";2974;24
"Florida";"US";167422;1483
"Florida";"US";57825;706
"Florida";"US";14737;114
"Florida";"US";2268;20
"Florida";"US";8741;99
"Florida";"US";3189;44
"Florida";"US";1462;19
"Florida";"US";3003;45
"Florida";"US";2781;25
"Florida";"US";6123;45
"Florida";"US";8044;87
"Florida";"US";28899;482
"Florida";"US";16197;366
"Florida";"US";247153;1832
"Florida";"US";3899;49
"Florida";"US";22439;306
"Florida";"US";10244;158
"Florida";"US";2526;28
"Florida";"US";2227;26
"Florida";"US";56072;663
"Florida";"US";128922;1009
"Florida";"US";52139;332
"Florida";"US";7095;56
"Florida";"US";1837;16
"Florida";"US";3683;45
"Florida";"US";66503;689
"Florida";"US";57632;996
"Florida";"US";20664;335
"Florida";"US";688109;6472
"Florida";"US";11280;52
"Florida";"US";15684;127
"Florida";"US";35078;367
"Florida";"US";7473;89
"Florida";"US";233378;1310
"Florida";"US";73623;529
"Florida";"US";231033;2883
"Florida";"US";80537;802
"Florida";"US";138159;1671
"Florida";"US";130665;1387
"Florida";"US";12892;160
"Florida";"US";32991;291
"Florida";"US";57800;844
"Florida";"US";63677;516
"Florida";"US";41711;221
"Florida";"US";48403;657
"Florida";"US";14918;284
"Florida";"US";9309;140
"Florida";"US";4624;48
"Florida";"US";2961;24728
"Florida";"US";3082;74
"Florida";"US";78132;846
"Florida";"US";6487;56
"Florida";"US";12979;89
"Florida";"US";4595;52
"Georgia";"US";3540;107
"Georgia";"US";1593;37
"Georgia";"US";2646;64
"Georgia";"US";375;14
"Georgia";"US";6765;198
"Georgia";"US";2819;66
"Georgia";"US";15088;201
"Georgia";"US";20936;364
"Georgia";"US";3244;109
"Georgia";"US";3510;71
"Georgia";"US";26086;659
"Georgia";"US";2336;84
"Georgia";"US";3141;90
"Georgia";"US";2438;73
"Georgia";"US";6349;75
"Georgia";"US";11266;222
"Georgia";"US";3762;86
"Georgia";"US";4780;123
"Georgia";"US";843;21
"Georgia";"US";8063;97
"Georgia";"US";1562;90
"Georgia";"US";16681;355
"Georgia";"US";9841;122
"Georgia";"US";2275;56
"Georgia";"US";39199;720
"Georgia";"US";6131;21
"Georgia";"US";4673;108
"Georgia";"US";44646;478
"Georgia";"US";20395;186
"Georgia";"US";314;4
"Georgia";"US";40253;774
"Georgia";"US";1499;36
"Georgia";"US";112394;1433
"Georgia";"US";7949;242
"Georgia";"US";7561;204
"Georgia";"US";25328;317
"Georgia";"US";3634;65
"Georgia";"US";21337;389
"Georgia";"US";1148;45
"Georgia";"US";3180;116
"Georgia";"US";2213;22
"Georgia";"US";4760;77
"Georgia";"US";93725;1381
"Georgia";"US";4801;110
"Georgia";"US";3635;134
"Georgia";"US";1657;62
"Georgia";"US";12550;425
"Georgia";"US";22748;308
"Georgia";"US";1882;58
"Georgia";"US";732;11
"Georgia";"US";8979;175
"Georgia";"US";3391;92
"Georgia";"US";4465;142
"Georgia";"US";1650;54
"Georgia";"US";3880;111
"Georgia";"US";13545;246
"Georgia";"US";18749;397
"Georgia";"US";35039;291
"Georgia";"US";4014;84
"Georgia";"US";135102;1837
"Georgia";"US";4832;137
"Georgia";"US";414;21
"Georgia";"US";15473;342
"Georgia";"US";11537;203
"Georgia";"US";3675;92
"Georgia";"US";2755;73
"Georgia";"US";136729;1529
"Georgia";"US";7578;212
"Georgia";"US";39190;677
"Georgia";"US";1136;82
"Georgia";"US";3847;130
"Georgia";"US";3852;95
"Georgia";"US";3589;73
"Georgia";"US";1492;42
"Georgia";"US";39062;520
"Georgia";"US";25608;415
"Georgia";"US";1446;41
"Georgia";"US";15055;225
"Georgia";"US";2181;59
"Georgia";"US";2972;60
"Georgia";"US";2713;89
"Georgia";"US";1190;59
"Georgia";"US";1565;64
"Georgia";"US";3560;98
"Georgia";"US";3486;99
"Georgia";"US";1483;17
"Georgia";"US";9217;253
"Georgia";"US";4795;82
"Georgia";"US";7634;132
"Georgia";"US";1215;33
"Georgia";"US";1781;28
"Georgia";"US";21548;322
"Georgia";"US";4906;110
"Georgia";"US";1346;45
"Georgia";"US";5051;80
"Georgia";"US";987;40
"Georgia";"US";3578;78
"Georgia";"US";1715;33
"Georgia";"US";3029;120
"Georgia";"US";1237;24
"Georgia";"US";3390;101
"Georgia";"US";4285;153
"Georgia";"US";1529;44
"Georgia";"US";3302;49
"Georgia";"US";7722;145
"Georgia";"US";24657;667
"Georgia";"US";16682;367
"Georgia";"US";5872;82
"Georgia";"US";2252;43
"Georgia";"US";41419;1118
"Georgia";"US";25799;348
"Georgia";"US";4200;113
"Georgia";"US";5698;120
"Georgia";"US";4334;106
"Georgia";"US";3884;71
"Georgia";"US";8636;164
"Georgia";"US";1533;64
"Georgia";"US";3284;86
"Georgia";"US";257;4
"Georgia";"US";2653;76
"Georgia";"US";1021;43
"Georgia";"US";35694;739
"Georgia";"US";11718;248
"Georgia";"US";709;8
"Georgia";"US";1819;62
"Georgia";"US";1531;26
"Georgia";"US";10614;328
"Georgia";"US";4868;120
"Georgia";"US";1589;29
"Georgia";"US";4321;138
"Georgia";"US";744;29
"Georgia";"US";169;3
"Georgia";"US";3852;115
"Georgia";"US";1295;39
"Georgia";"US";2281;74
"Georgia";"US";1247;58
"Georgia";"US";7764;183
"Georgia";"US";8393;186
"Georgia";"US";5491;176
"Georgia";"US";1802;84
"Georgia";"US";1249;54
"Georgia";"US";10960;324
"Georgia";"US";1737;49
"Georgia";"US";1108;62
"Georgia";"US";3818;8
"Georgia";"US";3607;130
"Georgia";"US";5476;189
"Georgia";"US";11685;162
"Georgia";"US";15372;353
"Georgia";"US";7418;251
"Georgia";"US";773;26
"Georgia";"US";3242;124
"Georgia";"US";5841;176
"Georgia";"US";276;6
"Georgia";"US";982;35
"Georgia";"US";4908;132
"Georgia";"US";23050;352
"Georgia";"US";1299;60
"Georgia";"US";1582;38
"Georgia";"US";1521;47
"Georgia";"US";3105;95
"Grand Princess";"US";103;3
"Guam";"US";19247;266
"Hawaii";"US";11765;140
"Hawaii";"US";59802;766
"Hawaii";"US";3186;13
"Hawaii";"US";10450;102
"Hawaii";"US";2944;11
"Hawaii";"US";0;0
"Idaho";"US";85933;840
"Idaho";"US";551;14
"Idaho";"US";14315;205
"Idaho";"US";738;14
"Idaho";"US";1554;29
"Idaho";"US";7228;129
"Idaho";"US";3216;27
"Idaho";"US";821;11
"Idaho";"US";6515;132
"Idaho";"US";21728;235
"Idaho";"US";1712;48
"Idaho";"US";386;5
"Idaho";"US";108;1
"Idaho";"US";43699;581
"Idaho";"US";1062;23
"Idaho";"US";4000;43
"Idaho";"US";89;0
"Idaho";"US";1692;27
"Idaho";"US";402;6
"Idaho";"US";4394;51
"Idaho";"US";1768;26
"Idaho";"US";1637;18
"Idaho";"US";2907;69
"Idaho";"US";2367;43
"Idaho";"US";2315;39
"Idaho";"US";4460;51
"Idaho";"US";4397;55
"Idaho";"US";31094;448
"Idaho";"US";4753;40
"Idaho";"US";968;21
"Idaho";"US";838;23
"Idaho";"US";753;14
"Idaho";"US";9132;42
"Idaho";"US";3258;52
"Idaho";"US";6412;105
"Idaho";"US";592;10
"Idaho";"US";1706;41
"Idaho";"US";4260;71
"Idaho";"US";1109;16
"Idaho";"US";2146;65
"Idaho";"US";1739;7
"Idaho";"US";16609;233
"Idaho";"US";2;0
"Idaho";"US";1582;13
"Idaho";"US";1922;47
"Illinois";"US";14545;160
"Illinois";"US";811;13
"Illinois";"US";2778;28
"Illinois";"US";8882;86
"Illinois";"US";1125;12
"Illinois";"US";4945;98
"Illinois";"US";818;2
"Illinois";"US";2687;41
"Illinois";"US";2792;31
"Illinois";"US";30506;208
"Illinois";"US";5936;83
"Illinois";"US";3015;43
"Illinois";"US";2930;54
"Illinois";"US";7518;105
"Illinois";"US";8784;136
"Illinois";"US";684826;11521
"Illinois";"US";3558;31
"Illinois";"US";2100;27
"Illinois";"US";2455;30
"Illinois";"US";13661;142
"Illinois";"US";3591;38
"Illinois";"US";119376;1409
"Illinois";"US";2962;50
"Illinois";"US";1156;19
"Illinois";"US";7278;109
"Illinois";"US";4702;71
"Illinois";"US";2696;59
"Illinois";"US";7768;122
"Illinois";"US";5716;87
"Illinois";"US";827;9
"Illinois";"US";2201;40
"Illinois";"US";8340;90
"Illinois";"US";1433;23
"Illinois";"US";3079;35
"Illinois";"US";677;16
"Illinois";"US";829;14
"Illinois";"US";7438;82
"Illinois";"US";4743;83
"Illinois";"US";8457;96
"Illinois";"US";1746;21
"Illinois";"US";7004;147
"Illinois";"US";3786;55
"Illinois";"US";2640;29
"Illinois";"US";2481;32
"Illinois";"US";74539;904
"Illinois";"US";19783;268
"Illinois";"US";18130;120
"Illinois";"US";7982;178
"Illinois";"US";16385;296
"Illinois";"US";88161;1115
"Illinois";"US";3525;37
"Illinois";"US";5214;65
"Illinois";"US";6421;105
"Illinois";"US";5352;77
"Illinois";"US";16915;263
"Illinois";"US";7659;118
"Illinois";"US";43142;623
"Illinois";"US";7552;154
"Illinois";"US";1571;23
"Illinois";"US";2323;53
"Illinois";"US";2349;54
"Illinois";"US";4128;66
"Illinois";"US";39889;345
"Illinois";"US";25737;233
"Illinois";"US";1933;14
"Illinois";"US";2349;37
"Illinois";"US";5669;105
"Illinois";"US";5439;85
"Illinois";"US";5435;103
"Illinois";"US";2659;34
"Illinois";"US";8727;100
"Illinois";"US";6;0
"Illinois";"US";29206;386
"Illinois";"US";4571;78
"Illinois";"US";2394;14
"Illinois";"US";2929;58
"Illinois";"US";600;6
"Illinois";"US";1100;13
"Illinois";"US";654;5
"Illinois";"US";5768;103
"Illinois";"US";3191;62
"Illinois";"US";21026;378
"Illinois";"US";4582;73
"Illinois";"US";27910;298
"Illinois";"US";1180;12
"Illinois";"US";777;7
"Illinois";"US";3929;53
"Illinois";"US";38832;619
"Illinois";"US";912;29
"Illinois";"US";7302;109
"Illinois";"US";22717;355
"Illinois";"US";81;2433
"Illinois";"US";3313;50
"Illinois";"US";16638;216
"Illinois";"US";2264;19
"Illinois";"US";2640;69
"Illinois";"US";2256;30
"Illinois";"US";3289;65
"Illinois";"US";2908;33
"Illinois";"US";9306;189
"Illinois";"US";100945;1172
"Illinois";"US";12899;188
"Illinois";"US";47927;592
"Illinois";"US";6458;92
"Indiana";"US";5422;81
"Indiana";"US";67063;882
"Indiana";"US";12983;190
"Indiana";"US";1684;17
"Indiana";"US";2221;44
"Indiana";"US";9869;124
"Indiana";"US";1775;50
"Indiana";"US";2962;39
"Indiana";"US";8167;128
"Indiana";"US";20238;279
"Indiana";"US";4646;62
"Indiana";"US";6271;79
"Indiana";"US";1691;29
"Indiana";"US";5076;117
"Indiana";"US";7817;109
"Indiana";"US";8970;100
"Indiana";"US";4611;110
"Indiana";"US";16761;303
"Indiana";"US";8835;140
"Indiana";"US";40268;546
"Indiana";"US";4524;96
"Indiana";"US";12011;226
"Indiana";"US";3759;64
"Indiana";"US";2927;44
"Indiana";"US";3648;74
"Indiana";"US";7102;118
"Indiana";"US";11998;245
"Indiana";"US";4701;101
"Indiana";"US";51060;487
"Indiana";"US";13113;186
"Indiana";"US";6954;100
"Indiana";"US";26313;385
"Indiana";"US";9177;169
"Indiana";"US";16770;314
"Indiana";"US";7661;115
"Indiana";"US";7707;93
"Indiana";"US";6131;92
"Indiana";"US";3310;50
"Indiana";"US";5856;105
"Indiana";"US";4520;67
"Indiana";"US";27696;467
"Indiana";"US";6915;116
"Indiana";"US";14293;167
"Indiana";"US";4274;91
"Indiana";"US";17192;261
"Indiana";"US";72483;1254
"Indiana";"US";8057;185
"Indiana";"US";21131;455
"Indiana";"US";145589;2240
"Indiana";"US";9152;147
"Indiana";"US";1521;20
"Indiana";"US";6595;113
"Indiana";"US";16628;220
"Indiana";"US";7101;123
"Indiana";"US";10409;192
"Indiana";"US";1824;52
"Indiana";"US";9316;122
"Indiana";"US";924;13
"Indiana";"US";3313;72
"Indiana";"US";3535;77
"Indiana";"US";2501;30
"Indiana";"US";2905;53
"Indiana";"US";2486;44
"Indiana";"US";25657;386
"Indiana";"US";4100;44
"Indiana";"US";2103;59
"Indiana";"US";6450;85
"Indiana";"US";3944;107
"Indiana";"US";5572;94
"Indiana";"US";3095;33
"Indiana";"US";4915;80
"Indiana";"US";8281;130
"Indiana";"US";3622;47
"Indiana";"US";49820;649
"Indiana";"US";3555;74
"Indiana";"US";6690;89
"Indiana";"US";3485;55
"Indiana";"US";1476;12
"Indiana";"US";30808;276
"Indiana";"US";2511;67
"Indiana";"US";0;595
"Indiana";"US";1226;16
"Indiana";"US";34714;497
"Indiana";"US";2836;58
"Indiana";"US";19059;309
"Indiana";"US";6221;111
"Indiana";"US";1358;16
"Indiana";"US";12210;190
"Indiana";"US";3909;56
"Indiana";"US";12090;269
"Indiana";"US";4836;105
"Indiana";"US";4784;69
"Indiana";"US";6596;60
"Iowa";"US";1182;39
"Iowa";"US";586;9
"Iowa";"US";2094;56
"Iowa";"US";2101;57
"Iowa";"US";776;17
"Iowa";"US";4147;60
"Iowa";"US";22334;382
"Iowa";"US";3970;42
"Iowa";"US";4038;73
"Iowa";"US";3127;43
"Iowa";"US";5034;49
"Iowa";"US";2373;46
"Iowa";"US";1995;19
"Iowa";"US";3733;55
"Iowa";"US";2356;67
"Iowa";"US";2695;27
"Iowa";"US";8141;125
"Iowa";"US";2173;47
"Iowa";"US";1845;22
"Iowa";"US";1636;29
"Iowa";"US";2976;36
"Iowa";"US";2523;60
"Iowa";"US";7928;115
"Iowa";"US";3556;47
"Iowa";"US";15573;115
"Iowa";"US";1268;25
"Iowa";"US";1048;13
"Iowa";"US";3032;55
"Iowa";"US";7153;106
"Iowa";"US";3175;55
"Iowa";"US";18996;243
"Iowa";"US";1801;46
"Iowa";"US";2903;56
"Iowa";"US";2610;49
"Iowa";"US";1880;31
"Iowa";"US";989;13
"Iowa";"US";1288;18
"Iowa";"US";1861;37
"Iowa";"US";1693;38
"Iowa";"US";2627;57
"Iowa";"US";2228;40
"Iowa";"US";2892;53
"Iowa";"US";2409;79
"Iowa";"US";4271;55
"Iowa";"US";1506;24
"Iowa";"US";1882;31
"Iowa";"US";1341;41
"Iowa";"US";2343;36
"Iowa";"US";3240;47
"Iowa";"US";6305;91
"Iowa";"US";2285;44
"Iowa";"US";20150;108
"Iowa";"US";4135;64
"Iowa";"US";1526;39
"Iowa";"US";2934;77
"Iowa";"US";5977;106
"Iowa";"US";32838;430
"Iowa";"US";1786;53
"Iowa";"US";1261;27
"Iowa";"US";2098;42
"Iowa";"US";2374;25
"Iowa";"US";3723;66
"Iowa";"US";5676;97
"Iowa";"US";6754;94
"Iowa";"US";2253;30
"Iowa";"US";1843;43
"Iowa";"US";1249;40
"Iowa";"US";1443;40
"Iowa";"US";1631;46
"Iowa";"US";6717;117
"Iowa";"US";2463;66
"Iowa";"US";1057;18
"Iowa";"US";2761;33
"Iowa";"US";1523;32
"Iowa";"US";4933;88
"Iowa";"US";1221;25
"Iowa";"US";81677;809
"Iowa";"US";16215;214
"Iowa";"US";2420;43
"Iowa";"US";784;29
"Iowa";"US";1756;26
"Iowa";"US";27126;295
"Iowa";"US";1995;42
"Iowa";"US";6224;77
"Iowa";"US";13980;59
"Iowa";"US";2828;78
"Iowa";"US";1009;14
"Iowa";"US";6452;0
"Iowa";"US";1971;41
"Iowa";"US";959;22
"Iowa";"US";6546;145
"Iowa";"US";8637;107
"Iowa";"US";3954;64
"Iowa";"US";861;25
"Iowa";"US";7419;124
"Iowa";"US";2223;39
"Iowa";"US";2677;44
"Iowa";"US";20736;263
"Iowa";"US";1230;9
"Iowa";"US";2700;50
"Kansas";"US";2269;26
"Kansas";"US";1227;22
"Kansas";"US";2637;26
"Kansas";"US";630;7
"Kansas";"US";4389;67
"Kansas";"US";2684;44
"Kansas";"US";1869;40
"Kansas";"US";11914;140
"Kansas";"US";421;4
"Kansas";"US";563;12
"Kansas";"US";3850;78
"Kansas";"US";483;14
"Kansas";"US";356;7
"Kansas";"US";1342;31
"Kansas";"US";1696;30
"Kansas";"US";1403;28
"Kansas";"US";339;13
"Kansas";"US";6391;128
"Kansas";"US";7246;104
"Kansas";"US";456;13
"Kansas";"US";3229;61
"Kansas";"US";1584;29
"Kansas";"US";13361;106
"Kansas";"US";450;13
"Kansas";"US";371;6
"Kansas";"US";4928;75
"Kansas";"US";1512;31
"Kansas";"US";8258;94
"Kansas";"US";7493;97
"Kansas";"US";4151;62
"Kansas";"US";5056;61
"Kansas";"US";574;22
"Kansas";"US";349;12
"Kansas";"US";1476;30
"Kansas";"US";948;23
"Kansas";"US";213;3
"Kansas";"US";1069;18
"Kansas";"US";327;2
"Kansas";"US";1087;24
"Kansas";"US";5687;91
"Kansas";"US";671;9
"Kansas";"US";268;10
"Kansas";"US";2410;20
"Kansas";"US";2883;51
"Kansas";"US";590;11
"Kansas";"US";84047;971
"Kansas";"US";928;17
"Kansas";"US";1342;24
"Kansas";"US";428;6
"Kansas";"US";4032;63
"Kansas";"US";210;8
"Kansas";"US";11323;137
"Kansas";"US";410;7
"Kansas";"US";1727;21
"Kansas";"US";539;9
"Kansas";"US";5958;97
"Kansas";"US";1963;35
"Kansas";"US";1834;32
"Kansas";"US";4989;98
"Kansas";"US";759;14
"Kansas";"US";4752;69
"Kansas";"US";888;17
"Kansas";"US";5679;121
"Kansas";"US";871;22
"Kansas";"US";455;10
"Kansas";"US";2256;56
"Kansas";"US";3062;53
"Kansas";"US";545;17
"Kansas";"US";1595;32
"Kansas";"US";2277;39
"Kansas";"US";520;15
"Kansas";"US";851;14
"Kansas";"US";0;0
"Kansas";"US";1576;20
"Kansas";"US";1002;28
"Kansas";"US";3208;44
"Kansas";"US";1377;27
"Kansas";"US";556;7
"Kansas";"US";12853;174
"Kansas";"US";949;14
"Kansas";"US";1616;16
"Kansas";"US";8485;65
"Kansas";"US";888;13
"Kansas";"US";565;16
"Kansas";"US";1350;34
"Kansas";"US";9309;185
"Kansas";"US";898;31
"Kansas";"US";88125;1074
"Kansas";"US";5111;53
"Kansas";"US";27851;478
"Kansas";"US";574;16
"Kansas";"US";1109;13
"Kansas";"US";478;3
"Kansas";"US";764;19
"Kansas";"US";326;7
"Kansas";"US";1010;15
"Kansas";"US";3586;62
"Kansas";"US";1704;23
"Kansas";"US";531;8
"Kansas";"US";0;25
"Kansas";"US";1018;18
"Kansas";"US";325;5
"Kansas";"US";919;17
"Kansas";"US";319;8
"Kansas";"US";1692;34
"Kansas";"US";464;10
"Kansas";"US";29416;373
"Kentucky";"US";3702;83
"Kentucky";"US";4013;75
"Kentucky";"US";3835;52
"Kentucky";"US";753;22
"Kentucky";"US";8635;161
"Kentucky";"US";1817;33
"Kentucky";"US";5987;108
"Kentucky";"US";22243;214
"Kentucky";"US";3551;38
"Kentucky";"US";9125;118
"Kentucky";"US";5658;96
"Kentucky";"US";1305;17
"Kentucky";"US";2134;41
"Kentucky";"US";3166;41
"Kentucky";"US";12931;147
"Kentucky";"US";2515;41
"Kentucky";"US";2544;52
"Kentucky";"US";5369;64
"Kentucky";"US";13482;112
"Kentucky";"US";690;12
"Kentucky";"US";2129;31
"Kentucky";"US";4946;70
"Kentucky";"US";2841;57
"Kentucky";"US";10717;150
"Kentucky";"US";5658;46
"Kentucky";"US";5210;64
"Kentucky";"US";2317;35
"Kentucky";"US";1354;37
"Kentucky";"US";1395;18
"Kentucky";"US";18539;284
"Kentucky";"US";1638;33
"Kentucky";"US";1400;11
"Kentucky";"US";2462;23
"Kentucky";"US";54148;448
"Kentucky";"US";2354;41
"Kentucky";"US";7621;134
"Kentucky";"US";7683;101
"Kentucky";"US";842;21
"Kentucky";"US";1363;43
"Kentucky";"US";2973;54
"Kentucky";"US";4649;40
"Kentucky";"US";7548;132
"Kentucky";"US";5080;100
"Kentucky";"US";2528;34
"Kentucky";"US";7002;94
"Kentucky";"US";1517;18
"Kentucky";"US";19356;319
"Kentucky";"US";5905;143
"Kentucky";"US";3692;52
"Kentucky";"US";3763;72
"Kentucky";"US";8380;123
"Kentucky";"US";2837;34
"Kentucky";"US";588;22
"Kentucky";"US";9038;214
"Kentucky";"US";2880;53
"Kentucky";"US";127307;1710
"Kentucky";"US";8753;106
"Kentucky";"US";3955;67
"Kentucky";"US";25928;285
"Kentucky";"US";2538;43
"Kentucky";"US";7502;80
"Kentucky";"US";2506;53
"Kentucky";"US";13327;159
"Kentucky";"US";2918;44
"Kentucky";"US";1810;37
"Kentucky";"US";2303;32
"Kentucky";"US";4192;78
"Kentucky";"US";2771;60
"Kentucky";"US";4516;104
"Kentucky";"US";1499;45
"Kentucky";"US";5292;91
"Kentucky";"US";2025;26
"Kentucky";"US";17117;197
"Kentucky";"US";2480;27
"Kentucky";"US";4192;53
"Kentucky";"US";5239;82
"Kentucky";"US";2062;37
"Kentucky";"US";2773;74
"Kentucky";"US";10767;194
"Kentucky";"US";3717;60
"Kentucky";"US";1613;41
"Kentucky";"US";3614;47
"Kentucky";"US";917;23
"Kentucky";"US";4721;85
"Kentucky";"US";2043;48
"Kentucky";"US";2472;64
"Kentucky";"US";4774;65
"Kentucky";"US";3040;12
