"Province_State";"Country_Region";"Lat";"Long_";"Confirmed";"Deaths"
"Michigan";"US";43.554374;-85.80070107;7438;90
"Michigan";"US";42.66090111;-83.38595416;160301;2761
"Michigan";"US";43.64124435;-86.26726673;4187;72
"Michigan";"US";44.33481032;-84.12725175;2930;68
"Michigan";"US";46.6652262;-89.31390481;680;23
"Michigan";"US";43.98992088;-85.32566756;3429;47
"Michigan";"US";44.68192279;-84.12939244;1063;41
"Michigan";"US";45.02085831;-84.59898295;3763;65
"Michigan";"US";42.95996803;-85.9969107;46980;544
"Michigan";"US";NA;NA;2609;27
"Michigan";"US";45.34018577;-83.91498656;1562;43
"Michigan";"US";44.33473082;-84.61067651;3050;75
"Michigan";"US";43.33433923;-84.0513121;30386;693
"Michigan";"US";43.42406072;-82.82055898;5676;145
"Michigan";"US";46.19235734;-86.19972234;960;6
"Michigan";"US";42.953928;-84.14585902;10280;142
"Michigan";"US";42.92655373;-82.67937954;24885;541
"Michigan";"US";41.91441767;-85.52797979;9422;128
"Michigan";"US";43.46606813;-83.41897025;8352;213
"Michigan";"US";NA;NA;50;1
"Michigan";"US";42.25190229;-86.01939087;10431;176
"Michigan";"US";42.253105;-83.83853204;36852;337
"Michigan";"US";42.28098405;-83.281255;218079;5772
"Michigan";"US";44.33853602;-85.57712739;4265;62
"Minnesota";"US";46.60962049;-93.4116826;2107;47
"Minnesota";"US";45.27476015;-93.24604565;60691;557
"Minnesota";"US";46.93479392;-95.67158144;6056;70
"Minnesota";"US";47.97373527;-94.93732139;7824;92
"Minnesota";"US";45.69804958;-93.99514135;8560;122
"Minnesota";"US";45.42712824;-96.41403739;918;5
"Minnesota";"US";44.03554215;-94.06699781;10943;65
"Minnesota";"US";44.24205652;-94.72562874;4549;57
"Minnesota";"US";46.59180601;-92.67601019;5105;72
"Minnesota";"US";44.82017001;-93.8009918;15768;65
"Minnesota";"US";46.95043611;-94.32603968;4811;50
"Minnesota";"US";45.02343421;-95.56403693;2116;41
"Minnesota";"US";45.5021011;-92.90861945;9511;70
"Minnesota";"US";46.89289518;-96.48761922;11602;101
"Minnesota";"US";47.57992111;-95.37790562;1512;20
"Minnesota";"US";47.90504893;-90.52629546;292;0
"Minnesota";"US";44.00715262;-95.18138802;2188;32
"Minnesota";"US";46.48096553;-94.06755609;10727;121
"Minnesota";"US";44.67172617;-93.06299363;64054;561
"Minnesota";"US";44.02238415;-92.86244324;3356;11
"Minnesota";"US";45.93348491;-95.45335469;7430;99
"Minnesota";"US";43.67381499;-93.94787458;2467;31
"Minnesota";"US";43.67394126;-92.08980382;2897;15
"Minnesota";"US";43.67385583;-93.34884422;5388;43
"Minnesota";"US";44.40849741;-92.7234195;7535;93
"Minnesota";"US";45.93424769;-96.01139609;940;9
"Minnesota";"US";45.00761521;-93.47694895;170874;2000
"Minnesota";"US";43.67129565;-91.49143057;2599;17
"Minnesota";"US";47.10778564;-94.91693868;3392;48
"Minnesota";"US";45.56181234;-93.29487636;6601;81
"Minnesota";"US";47.51009045;-93.63092229;7315;93
"Minnesota";"US";43.67423373;-95.15398258;1575;16
"Minnesota";"US";45.9459309;-93.29275192;2326;34
"Minnesota";"US";45.1526059;-95.00586446;9482;104
"Minnesota";"US";48.77754106;-96.78317184;692;22
"Minnesota";"US";48.24539665;-93.78352843;1597;22
"Minnesota";"US";44.9973857;-96.17488219;1167;25
"Minnesota";"US";47.64270764;-91.44557998;1259;24
"Minnesota";"US";48.77217001;-94.90274472;519;5
"Minnesota";"US";44.37136597;-93.72844721;4340;33
"Minnesota";"US";44.41311883;-96.26688165;857;5
"Minnesota";"US";44.41327865;-95.83806103;5083;61
"Minnesota";"US";47.32557075;-95.80921485;1035;13
"Minnesota";"US";48.35825983;-96.37017407;1483;21
"Minnesota";"US";43.67429718;-94.55099908;3705;43
"Minnesota";"US";44.82367677;-94.27287017;6794;82
"Minnesota";"US";45.12328869;-94.52839455;4131;57
"Minnesota";"US";45.93705297;-93.63236823;4977;69
"Minnesota";"US";46.01265363;-94.27341528;6489;77
"Minnesota";"US";43.67142874;-92.75234549;7110;46
"Minnesota";"US";44.02216709;-95.76328482;1490;11
"Minnesota";"US";44.35291112;-94.24710352;4948;57
"Minnesota";"US";43.67434621;-95.75329576;5179;54
"Minnesota";"US";47.32628443;-96.45620947;1015;9
"Minnesota";"US";44.00374114;-92.40209944;21013;126
"Minnesota";"US";46.40846929;-95.70835255;9403;119
"Minnesota";"US";48.06642577;-96.0370814;2394;29
"Minnesota";"US";46.12105238;-92.74070188;4880;40
"Minnesota";"US";44.02301619;-96.25841142;1465;29
"Minnesota";"US";47.77372465;-96.40134647;5775;84
"Minnesota";"US";45.58606667;-95.44451209;1962;10
"Minnesota";"US";45.01625271;-93.09872295;70528;1029
"Minnesota";"US";47.87197525;-96.09561104;689;10
"Minnesota";"US";44.40555844;-95.25207021;2715;45
"Minnesota";"US";44.72836381;-94.94553734;2595;51
"Minnesota";"US";44.3543376;-93.29658715;10943;137
"Minnesota";"US";43.67482683;-96.25296832;1724;28
"Minnesota";"US";48.77501878;-95.81079919;3035;31
"Minnesota";"US";44.6490231;-93.53340251;24533;175
"Minnesota";"US";45.44447208;-93.77617511;17869;120
"Minnesota";"US";44.5796592;-94.23164924;2395;17
"Minnesota";"US";47.6048407;-92.46879855;27673;384
"Minnesota";"US";45.55192576;-94.61078221;31982;270
"Minnesota";"US";44.02240351;-93.22627088;6524;30
"Minnesota";"US";45.58613007;-96.00163705;1603;11
"Minnesota";"US";45.2829032;-95.68264092;1635;21
"Minnesota";"US";46.06996226;-94.89785296;4723;40
"Minnesota";"US";45.77298854;-96.47062949;593;6
"Minnesota";"US";NA;NA;546;124
"Minnesota";"US";44.28424356;-92.23121312;3560;9
"Minnesota";"US";46.58589171;-94.96968506;2923;37
"Minnesota";"US";44.02211116;-93.58720034;3575;32
"Minnesota";"US";45.03864533;-92.88429635;38160;348
"Minnesota";"US";43.97823903;-94.61413846;1916;20
"Minnesota";"US";46.35721532;-96.4684375;1167;15
"Minnesota";"US";43.98772283;-91.78081305;6878;56
"Minnesota";"US";45.17297924;-93.96234781;24642;197
"Minnesota";"US";44.71710183;-95.86842453;1804;21
"Mississippi";"US";31.47669768;-91.35326037;4688;125
"Mississippi";"US";34.88084463;-88.57996173;5838;105
"Mississippi";"US";31.17467303;-90.80501621;2094;57
"Mississippi";"US";33.08658803;-89.57838564;3368;90
"Mississippi";"US";34.81681228;-89.18945516;1519;39
"Mississippi";"US";33.79696941;-90.87372121;6424;151
"Mississippi";"US";33.93683395;-89.33686647;2837;49
"Mississippi";"US";33.44834567;-89.91994479;1726;41
"Mississippi";"US";33.91983202;-88.9481545;3102;67
"Mississippi";"US";33.34598242;-89.24809382;1364;27
"Mississippi";"US";31.97061673;-90.90702196;1340;38
"Mississippi";"US";32.04158545;-88.6889622;3005;95
"Mississippi";"US";33.65358105;-88.77784255;3114;78
"Mississippi";"US";34.22772299;-90.60415045;4219;109
"Mississippi";"US";31.86977774;-90.44565118;4542;94
"Mississippi";"US";31.63225413;-89.55389939;4316;95
"Mississippi";"US";34.87625235;-89.99091418;33009;425
"Mississippi";"US";31.18961454;-89.25832496;13695;258
"Mississippi";"US";31.47786634;-90.89672989;1238;29
"Mississippi";"US";30.86259065;-88.64436789;5094;80
"Mississippi";"US";31.21444233;-88.63922281;2245;49
"Mississippi";"US";33.77036166;-89.80245083;3766;109
"Mississippi";"US";30.41830223;-89.48851033;7816;130
"Mississippi";"US";30.51359752;-89.12467576;34758;553
"Mississippi";"US";32.2656285;-90.44435448;32489;639
"Mississippi";"US";33.12345854;-90.08923538;2706;89
"Mississippi";"US";33.12825718;-90.52252707;1307;39
"Mississippi";"US";32.72531359;-90.97392828;195;7
"Mississippi";"US";34.27993475;-88.3606733;4763;107
"Mississippi";"US";30.54020656;-88.64184064;24790;388
"Mississippi";"US";32.01922104;-89.11786866;3393;66
"Mississippi";"US";31.73397872;-91.03764977;967;34
"Mississippi";"US";31.56884708;-89.8267099;1730;43
"Mississippi";"US";31.62257767;-89.168969;14054;246
"Mississippi";"US";32.75462946;-88.64105766;1441;41
"Mississippi";"US";34.35687874;-89.48490961;8762;142
"Mississippi";"US";31.20572971;-89.5077704;10620;140
"Mississippi";"US";32.40419769;-88.66229662;12199;324
"Mississippi";"US";31.55147224;-90.10841127;2169;40
"Mississippi";"US";32.7536828;-89.52402044;4129;90
"Mississippi";"US";34.2918775;-88.68149954;16125;240
"Mississippi";"US";33.55545125;-90.29900733;4708;144
"Mississippi";"US";31.53288662;-90.45391915;5511;136
"Mississippi";"US";33.47386518;-88.4419153;11240;193
"Mississippi";"US";32.63389156;-90.03513564;14844;282
"Mississippi";"US";31.23132643;-89.8209217;4257;112
"Mississippi";"US";34.76216286;-89.50299462;6614;141
"Mississippi";"US";33.89236763;-88.4808438;6940;179
"Mississippi";"US";33.49419589;-89.61729103;1810;57
"Mississippi";"US";32.75339664;-89.11726492;6711;210
"Mississippi";"US";32.40021118;-89.11843336;3939;81
"Mississippi";"US";33.11009499;-88.56949061;1883;42
"Mississippi";"US";33.42491685;-88.87905132;7192;138
"Mississippi";"US";34.36398677;-89.95064249;6715;133
"Mississippi";"US";30.77090935;-89.58677275;9680;243
"Mississippi";"US";31.17161885;-88.99281835;2129;56
"Mississippi";"US";31.17507789;-90.40392572;5913;155
"Mississippi";"US";34.226046;-89.03636807;6919;109
"Mississippi";"US";34.61810501;-88.51986294;4970;83
"Mississippi";"US";34.25157572;-90.28908;1073;28
"Mississippi";"US";32.26469147;-89.94537876;22386;401
"Mississippi";"US";32.4067041;-89.53789439;4758;99
"Mississippi";"US";32.88149103;-90.8159538;650;21
"Mississippi";"US";31.91282117;-89.91716179;4530;117
"Mississippi";"US";32.01744532;-89.50644846;2686;52
"Mississippi";"US";30.79187949;-89.11547539;3656;66
"Mississippi";"US";33.60192578;-90.58882684;4283;106
"Mississippi";"US";33.95339918;-90.1729398;2310;52
"Mississippi";"US";34.65133709;-89.94485778;4725;114
"Mississippi";"US";34.76872156;-88.90988194;4873;82
"Mississippi";"US";34.74023475;-88.23917219;3744;93
"Mississippi";"US";34.64967704;-90.37481167;1623;39
"Mississippi";"US";NA;NA;0;0
"Mississippi";"US";34.49162015;-89.00776006;6257;96
"Mississippi";"US";31.14971548;-90.10446654;2211;66
"Mississippi";"US";32.35810271;-90.83352619;6831;178
"Mississippi";"US";33.28392041;-90.94196237;7544;168
"Mississippi";"US";31.64135687;-88.69573913;4427;72
"Mississippi";"US";33.61300486;-89.28392912;2046;48
"Mississippi";"US";31.16078225;-91.31018819;1059;39
"Mississippi";"US";33.08747908;-89.03391385;3177;92
"Mississippi";"US";34.02824175;-89.7076205;2423;47
"Mississippi";"US";32.77890365;-90.39656148;4545;91
"Missouri";"US";40.19058551;-92.60078167;3573;35
"Missouri";"US";39.98492163;-94.80163024;3006;24
"Missouri";"US";40.43238737;-95.42970639;778;7
"Missouri";"US";39.215877;-91.84242683;3981;66
"Missouri";"US";36.70978521;-93.82919888;4529;64
"Missouri";"US";37.50207671;-94.34757022;1852;30
"Missouri";"US";38.25271289;-94.34113157;2455;45
"Missouri";"US";38.29503305;-93.28756116;2722;50
"Missouri";"US";37.32449052;-90.02725304;1907;23
"Missouri";"US";38.99186229;-92.30723575;25932;146
"Missouri";"US";39.65816401;-94.80138942;14483;186
"Missouri";"US";36.71462476;-90.40421163;6990;73
"Missouri";"US";39.65620858;-93.98308093;1200;20
"Missouri";"US";38.83674754;-91.92186505;7911;73
"Missouri";"US";38.02199522;-92.76083747;6573;126
"Missouri";"US";37.38489388;-89.6843587;13215;164
"Missouri";"US";39.42762566;-93.50626255;1449;27
"Missouri";"US";36.94160441;-90.96051322;1098;14
"Missouri";"US";38.64789422;-94.353399;15130;172
"Missouri";"US";37.72391475;-93.85445441;1806;31
"Missouri";"US";39.51499357;-92.9629191;1109;8
"Missouri";"US";36.9711783;-93.18537118;13620;167
"Missouri";"US";40.41040752;-91.73661677;1084;12
"Missouri";"US";39.31132056;-94.41850862;15927;227
"Missouri";"US";39.6013098;-94.40465394;3076;78
"Missouri";"US";38.50455671;-92.27860244;13592;176
"Missouri";"US";38.844478;-92.80896081;2885;34
"Missouri";"US";37.97663738;-91.30528104;3774;62
"Missouri";"US";37.431814;-93.8503345;904;17
"Missouri";"US";37.6811355;-93.02127031;2377;43
"Missouri";"US";39.96145298;-93.98519678;1096;14
"Missouri";"US";39.89201062;-94.40476508;1547;34
"Missouri";"US";37.60663134;-91.50790473;2053;42
"Missouri";"US";36.9325593;-92.49905109;1750;47
"Missouri";"US";36.27167174;-90.09122243;4592;63
"Missouri";"US";38.41127108;-91.07522826;15348;229
"Missouri";"US";38.43947277;-91.50847147;2380;51
"Missouri";"US";40.21097916;-94.40944419;1380;28
"Missouri";"US";37.2575872;-93.34230916;44887;691
"Missouri";"US";40.11406587;-93.56509276;1708;50
"Missouri";"US";40.35570088;-93.99222144;1197;18
"Missouri";"US";38.38482826;-93.79293734;3515;51
"Missouri";"US";37.94163617;-93.3203037;1226;21
"Missouri";"US";40.09799248;-95.2163888;677;16
"Missouri";"US";39.1435761;-92.69756691;1509;14
"Missouri";"US";36.77383887;-91.88683935;6032;79
"Missouri";"US";37.55487945;-90.7735296;1458;15
"Missouri";"US";39.01002188;-94.34724536;58390;728
"Missouri";"US";37.20351921;-94.34050458;23158;362
"Missouri";"US";38.25926778;-90.53870896;34186;354
"Missouri";"US";38.74719601;-93.80691168;7651;81
"Missouri";"US";39.0997;-94.5786;66517;869
"Missouri";"US";40.12699751;-92.14780832;596;3
"Missouri";"US";37.65896829;-92.5888493;5470;132
"Missouri";"US";39.06986886;-93.78076396;4918;74
"Missouri";"US";37.10626634;-93.83293097;5335;111
"Missouri";"US";40.09673161;-91.72070156;1817;23
"Missouri";"US";39.05345619;-90.95588181;9940;73
"Missouri";"US";39.87001769;-93.10704106;1894;28
"Missouri";"US";39.78110272;-93.54645978;2645;63
"Missouri";"US";39.83049768;-92.56453089;2282;20
"Missouri";"US";37.47865134;-90.3467143;2435;27
"Missouri";"US";38.16193985;-91.92249662;1062;19
"Missouri";"US";39.80601912;-91.62203062;5426;65
"Missouri";"US";36.62869595;-94.34867205;3721;46
"Missouri";"US";40.42212303;-93.5682959;457;3
"Missouri";"US";38.21450288;-92.42610898;4198;82
"Missouri";"US";36.82516239;-89.29505753;2347;45
"Missouri";"US";38.63571781;-92.57976951;2755;41
"Missouri";"US";39.49593978;-92.00043978;1395;13
"Missouri";"US";38.94022054;-91.47000721;1590;20
"Missouri";"US";38.4181765;-92.88791859;2736;59
"Missouri";"US";36.59666326;-89.66070007;3425;57
"Missouri";"US";36.90519407;-94.3394104;7999;129
"Missouri";"US";40.36079813;-94.88133008;3632;34
"Missouri";"US";36.68710164;-91.4033755;1419;12
"Missouri";"US";38.46036182;-91.8613635;2277;23
"Missouri";"US";36.64916339;-92.44459066;1192;30
"Missouri";"US";36.2130572;-89.78742322;2098;44
"Missouri";"US";37.70660776;-89.82741088;3449;35
"Missouri";"US";38.72798918;-93.28471706;7712;110
"Missouri";"US";37.87736118;-91.79351727;6536;186
"Missouri";"US";39.34310674;-91.16980779;2742;40
"Missouri";"US";39.38154439;-94.77068479;6361;63
"Missouri";"US";37.6162296;-93.39828174;5272;50
"Missouri";"US";37.82462075;-92.20783203;5531;82
"Missouri";"US";40.47942497;-93.02042674;671;11
"Missouri";"US";39.52817427;-91.51838643;1626;15
"Missouri";"US";39.44007257;-92.4971374;3805;38
"Missouri";"US";39.3537468;-93.98905745;3154;52
"Missouri";"US";37.36085952;-90.97009925;759;9
"Missouri";"US";36.65460667;-90.85990261;2027;25
"Missouri";"US";39.13734288;-93.20259964;4225;51
"Missouri";"US";40.46921489;-92.52311943;439;9
"Missouri";"US";40.45214695;-92.14709064;437;4
"Missouri";"US";37.05588075;-89.56474493;7481;120
"Missouri";"US";37.15772072;-91.40190382;1052;19
"Missouri";"US";39.79742518;-92.07634971;1002;9
"Missouri";"US";38.77875681;-90.66662425;58494;575
"Missouri";"US";38.03699437;-93.77631447;1316;15
"Missouri";"US";37.81214171;-90.47598685;12522;180
"Missouri";"US";38.6377004;-90.4458375;133395;2594
"Missouri";"US";38.63555736;-90.24349225;32396;619
"Missouri";"US";37.89090059;-90.1949941;2493;29
"Missouri";"US";36.85571651;-89.9444155;4620;75
"Missouri";"US";36.75000327;-93.45256475;4129;87
"Missouri";"US";40.2099105;-93.11150106;1270;15
"Missouri";"US";36.65465345;-93.04075153;9243;155
"Missouri";"US";37.31728859;-91.96564727;3175;43
"Missouri";"US";NA;NA;0;0
"Missouri";"US";37.8457799;-94.34127305;3266;67
"Missouri";"US";38.76529479;-91.16124662;5270;51
"Missouri";"US";37.96130078;-90.87948158;4103;70
"Missouri";"US";37.11303869;-90.46001416;1693;18
"Missouri";"US";37.2813734;-92.876329;5938;94
"Missouri";"US";40.47945588;-94.42328751;244;2
"Missouri";"US";37.27029221;-92.46914488;2689;54
"Montana";"US";45.13434354;-112.8984694;1549;22
"Montana";"US";45.42335905;-107.492347;3398;82
"Montana";"US";48.43175214;-108.9582723;1388;27
"Montana";"US";46.33277565;-111.4955813;915;17
"Montana";"US";45.22850116;-109.0274047;1499;21
"Montana";"US";45.5197966;-104.5395536;206;5
"Montana";"US";47.30797024;-111.3467922;16511;256
"Montana";"US";47.88084126;-110.4353362;758;8
"Montana";"US";46.25319932;-105.5737526;2351;37
"Montana";"US";48.78420029;-105.5476343;300;9
"Montana";"US";47.26584855;-104.8944417;1756;49
"Montana";"US";46.05953325;-113.073353;1643;27
"Montana";"US";46.33478338;-104.4183565;511;6
"Montana";"US";47.26331584;-109.2245206;1825;46
"Montana";"US";48.29575866;-114.0520569;20519;199
"Montana";"US";45.54486106;-111.1692571;21763;91
"Montana";"US";47.27545948;-107.0002351;157;3
"Montana";"US";48.70513576;-112.9934235;2397;60
"Montana";"US";46.3816474;-109.1768522;118;4
"Montana";"US";46.4060522;-113.4414186;405;6
"Montana";"US";48.62879827;-110.1129252;3365;65
"Montana";"US";46.14907081;-112.094396;1821;14
"Montana";"US";47.04581276;-110.2660688;161;1
"Montana";"US";47.64514965;-114.0898013;4549;73
"Montana";"US";47.12610041;-112.394698;11990;121
"Montana";"US";48.56084317;-111.024307;264;2
"Montana";"US";48.54265777;-115.4046155;3489;60
"Montana";"US";45.30080065;-111.9173017;1353;13
"Montana";"US";47.64469406;-105.7944994;302;3
"Montana";"US";46.59907074;-110.8898557;268;9
"Montana";"US";47.15283992;-115.0015239;740;13
"Montana";"US";47.03728583;-113.9213508;17209;176
"Montana";"US";46.49684637;-108.39498;691;20
"Montana";"US";45.48965095;-110.5264394;2626;30
"Montana";"US";47.1182463;-108.2508876;21;1
"Montana";"US";48.25936577;-107.9128511;853;28
"Montana";"US";48.22773388;-112.2252703;808;6
"Montana";"US";45.39617714;-105.636738;284;10
"Montana";"US";46.85538891;-112.9359164;1429;21
"Montana";"US";46.86048047;-105.379384;170;2
"Montana";"US";46.08520862;-114.1189164;5354;71
"Montana";"US";47.78668011;-104.5610786;1902;24
"Montana";"US";48.29607488;-105.0079268;2261;60
"Montana";"US";46.23397237;-106.729288;1707;58
"Montana";"US";47.67657534;-115.1329916;1489;27
"Montana";"US";48.72085833;-104.503829;531;8
"Montana";"US";45.90018933;-112.6620092;6122;107
"Montana";"US";45.67071407;-109.3950061;1203;27
"Montana";"US";45.81367654;-109.9425686;583;8
"Montana";"US";47.83741052;-112.2410688;900;16
"Montana";"US";48.65577551;-111.6942414;995;18
"Montana";"US";46.2097322;-107.2666516;101;1
"Montana";"US";NA;NA;0;0
"Montana";"US";48.36435097;-106.6669635;1340;29
"Montana";"US";46.46652491;-109.8464636;268;13
"Montana";"US";46.95925154;-104.2510927;173;7
"Montana";"US";45.93955949;-108.2691486;30722;430
"Nebraska";"US";40.5244942;-98.50117804;4292;46
"Nebraska";"US";42.17695516;-98.0666283;763;7
"Nebraska";"US";41.56896142;-101.6959559;25;1
"Nebraska";"US";41.54634427;-103.7114332;66;0
"Nebraska";"US";41.91311716;-99.97677845;44;0
"Nebraska";"US";41.70759415;-98.06737183;787;4
"Nebraska";"US";42.22079243;-103.0878834;1632;8
"Nebraska";"US";42.8997274;-98.76486568;275;3
"Nebraska";"US";42.43018907;-99.92904055;382;2
"Nebraska";"US";40.85486962;-99.07500296;8184;57
"Nebraska";"US";41.85056773;-96.32605633;873;12
"Nebraska";"US";41.22703692;-97.13106306;1254;11
"Nebraska";"US";40.90899107;-96.13971217;3798;16
"Nebraska";"US";42.5988851;-97.25311951;1027;11
"Nebraska";"US";40.5237198;-101.6978026;609;5
"Nebraska";"US";42.54502621;-101.1244332;419;7
"Nebraska";"US";41.21999357;-102.9941693;1395;16
"Nebraska";"US";40.52439441;-98.05126296;1010;11
"Nebraska";"US";41.57486951;-97.0868542;1884;21
"Nebraska";"US";41.91637624;-96.78730772;1325;15
"Nebraska";"US";41.39374521;-99.72805369;1442;19
"Nebraska";"US";42.39040144;-96.56656425;4884;65
"Nebraska";"US";42.71985036;-103.1313774;1113;12
"Nebraska";"US";40.87028216;-99.8201461;4005;31
"Nebraska";"US";41.11168186;-102.3333331;228;1
"Nebraska";"US";42.49188363;-96.86782408;823;9
"Nebraska";"US";41.58071748;-96.65598179;6477;62
"Nebraska";"US";41.29518299;-96.15085305;91168;718
"Nebraska";"US";40.17638677;-101.6876522;256;4
"Nebraska";"US";40.52458567;-97.59646937;728;8
"Nebraska";"US";40.17636348;-98.95299073;330;4
"Nebraska";"US";40.52993007;-100.3924658;399;1
"Nebraska";"US";40.17642064;-99.91247454;750;5
"Nebraska";"US";40.26186809;-96.68946704;2614;19
"Nebraska";"US";41.61703149;-102.3313973;243;1
"Nebraska";"US";41.91428955;-98.99111827;271;1
"Nebraska";"US";40.51481965;-99.83020279;264;5
"Nebraska";"US";41.91528587;-101.740701;83;4
"Nebraska";"US";41.56742671;-98.52150266;287;1
"Nebraska";"US";40.87257079;-98.50218293;10470;117
"Nebraska";"US";40.87349452;-98.02099117;1408;17
"Nebraska";"US";40.17658508;-99.40438879;313;0
"Nebraska";"US";40.52451972;-101.0603568;82;0
"Nebraska";"US";40.17609175;-101.0416477;393;5
"Nebraska";"US";42.45522056;-98.78402558;1377;16
"Nebraska";"US";41.91586243;-101.1354293;88;2
"Nebraska";"US";41.2200529;-98.5166499;770;10
"Nebraska";"US";40.17584531;-97.142601;891;1
"Nebraska";"US";40.39257596;-96.26522753;730;9
"Nebraska";"US";40.50663314;-98.94877182;886;5
"Nebraska";"US";41.19930341;-101.6620164;1037;10
"Nebraska";"US";42.87990694;-99.71343729;99;0
"Nebraska";"US";41.19774275;-103.7148131;568;1
"Nebraska";"US";42.63758421;-97.89178836;1156;12
"Nebraska";"US";40.78416049;-96.68777155;44859;170
"Nebraska";"US";41.04658298;-100.7475374;5719;60
"Nebraska";"US";41.56650314;-100.4817851;102;0
"Nebraska";"US";41.91371961;-99.45440415;66;0
"Nebraska";"US";41.91676024;-97.6005481;6348;44
"Nebraska";"US";41.56797682;-101.0599362;50;1
"Nebraska";"US";41.16624273;-98.0374887;1156;15
"Nebraska";"US";41.71711774;-103.0061405;892;7
"Nebraska";"US";41.39750195;-97.99327291;574;10
"Nebraska";"US";40.38514847;-95.85433992;989;15
"Nebraska";"US";40.17637905;-98.04743961;669;11
"Nebraska";"US";40.64843556;-96.13374142;2141;10
"Nebraska";"US";40.13141096;-96.23705437;299;1
"Nebraska";"US";40.85082525;-101.6502942;389;11
"Nebraska";"US";40.51156033;-99.41461667;1533;10
"Nebraska";"US";42.26434853;-97.60122773;875;20
"Nebraska";"US";41.57246836;-97.52144359;5747;50
"Nebraska";"US";41.18813488;-97.56630712;820;9
"Nebraska";"US";40.1755688;-100.476998;1747;15
"Nebraska";"US";40.1247415;-95.71755036;997;19
"Nebraska";"US";42.42252217;-99.44832069;156;2
"Nebraska";"US";40.52418865;-97.14085859;2589;2
"Nebraska";"US";41.11314181;-96.11156432;30021;131
"Nebraska";"US";41.2278103;-96.63773905;3413;16
"Nebraska";"US";41.85070896;-103.7080986;6316;48
"Nebraska";"US";40.87241834;-97.139673;2389;32
"Nebraska";"US";42.50284406;-102.4126613;816;10
"Nebraska";"US";41.22045983;-98.97588642;399;4
"Nebraska";"US";42.48932059;-103.7576544;60;0
"Nebraska";"US";41.9169835;-97.19394708;515;11
"Nebraska";"US";40.17626377;-97.59504381;737;4
"Nebraska";"US";41.91358968;-100.5556632;67;1
"Nebraska";"US";42.15725356;-96.54157099;1105;11
"Nebraska";"US";NA;NA;3480;878
"Nebraska";"US";41.56730777;-98.98197724;507;2
"Nebraska";"US";41.52815707;-96.22019892;2966;25
"Nebraska";"US";42.20934475;-97.11926964;1327;7
"Nebraska";"US";40.17642643;-98.50019851;519;7
"Nebraska";"US";41.91482725;-98.52798941;76;0
"Nebraska";"US";40.87272618;-97.59710186;2460;11
"Nevada";"US";39.15509045;-119.7480219;9200;164
"Nevada";"US";39.58105744;-118.3394607;4125;79
"Nevada";"US";36.21458855;-115.0130241;340004;6121
"Nevada";"US";38.912862;-119.6171333;4917;66
"Nevada";"US";41.14531606;-115.3577619;8651;120
"Nevada";"US";37.78436681;-117.6319999;62;2
"Nevada";"US";39.98100864;-116.2683204;173;0
"Nevada";"US";41.40692186;-118.1109427;2507;39
"Nevada";"US";39.9332233;-117.0397075;767;16
"Nevada";"US";37.64268459;-114.8790388;655;5
"Nevada";"US";39.01777974;-119.1870479;6836;121
"Nevada";"US";38.53841696;-118.4344506;610;12
"Nevada";"US";38.04264256;-116.4722702;4682;166
"Nevada";"US";40.44003782;-118.4005641;1156;27
"Nevada";"US";39.44875482;-119.5250207;220;5
"Nevada";"US";NA;NA;0;0
"Nevada";"US";40.66562265;-119.6631594;66326;961
"Nevada";"US";39.44157041;-114.899966;1282;13
"New Hampshire";"US";43.51637314;-71.41684235;7222;132
"New Hampshire";"US";43.87498583;-71.20430216;4579;22
"New Hampshire";"US";42.92015988;-72.25311043;6545;53
"New Hampshire";"US";44.69063265;-71.30633239;3942;69
"New Hampshire";"US";43.93779815;-71.82057197;7010;36
"New Hampshire";"US";42.91537785;-71.7200253;51150;705
"New Hampshire";"US";43.29662971;-71.6811573;15597;143
"New Hampshire";"US";42.98499744;-71.12883377;34447;327
"New Hampshire";"US";43.291833;-71.02336013;15020;131
"New Hampshire";"US";43.36094111;-72.22203125;4243;38
"New Hampshire";"US";NA;NA;1058;6
"New Jersey";"US";39.47538693;-74.65848483;40718;790
"New Jersey";"US";40.96010917;-74.07164325;122740;3014
"New Jersey";"US";39.87681124;-74.66927768;57299;968
"New Jersey";"US";39.80343818;-74.96388753;70692;1472
"New Jersey";"US";39.15008829;-74.80170244;12993;242
"New Jersey";"US";39.37199394;-75.10712559;21693;489
"New Jersey";"US";40.78681335;-74.24657979;108419;3172
"New Jersey";"US";39.71581067;-75.13995546;40112;746
"New Jersey";"US";40.73766234;-74.07515667;99038;2398
"New Jersey";"US";40.56335249;-74.91284156;12625;193
"New Jersey";"US";40.28047017;-74.70479631;40853;1025
"New Jersey";"US";40.43629879;-74.41426991;108871;2485
"New Jersey";"US";40.26549699;-74.22240686;96127;1771
"New Jersey";"US";40.86095313;-74.5455371;60081;1313
"New Jersey";"US";39.8895449;-74.28089251;99403;2391
"New Jersey";"US";41.03238628;-74.29954144;83327;2030
"New Jersey";"US";39.58719656;-75.3469663;8266;211
"New Jersey";"US";40.56465737;-74.61683016;35836;885
"New Jersey";"US";41.13891592;-74.69118243;18360;349
"New Jersey";"US";NA;NA;556;0
"New Jersey";"US";40.65835409;-74.30680092;81145;2052
"New Jersey";"US";40.85951833;-74.99556527;12814;258
"New Mexico";"US";35.05163625;-106.6703554;83500;1161
